State,Model,Error
cordoba,LSTM,-40.03966562352598
cordoba,LSTM,-100.30658054927768
cordoba,LSTM,-63.44363983580351
cordoba,LSTM,-80.16644172000409
cordoba,LSTM,-52.413497067096245
cordoba,LSTM,-9.795853214936258
cordoba,LSTM,-7.72382108315945
cordoba,LSTM,-40.72797653662681
cordoba,LSTM,74.07875598091603
cordoba,LSTM,-656.8326368889999
cordoba,LSTM,-301.0363328906536
cordoba,LSTM,-220.43229876229287
cordoba,LSTM,-63.75215719809532
cordoba,LSTM,128.09880877894406
cordoba,LSTM,125.53233203485966
cordoba,LSTM,103.73407695221901
cordoba,LSTM,106.92836947046041
cordoba,LSTM,60.29821665361525
cordoba,LSTM,22.92729591370464
cordoba,LSTM,8.439976247639656
cordoba,LSTM,1.2041342040520906
cordoba,LSTM,5.595204745166897
cordoba,LSTM,6.5234969305586805
cordoba,LSTM,-2.1173461670774216
cordoba,LSTM,-1.1008684607845538
cordoba,LSTM,-7.058647647526861
cordoba,LSTM,-1.0126411607688652
cordoba,LSTM,3.6003508660972114
cordoba,LSTM,7.212447013162821
cordoba,LSTM,11.05643769002419
cordoba,LSTM,3.603422140522002
cordoba,LSTM,3.7513535785616936
cordoba,LSTM,3.2995730847857887
cordoba,LSTM,0.08965084692060987
cordoba,LSTM,5.670318880336954
cordoba,LSTM,6.663635226283557
cordoba,LSTM,3.876305229815692
cordoba,LSTM,7.1664840641446785
cordoba,LSTM,5.944544760564043
cordoba,LSTM,6.767488934163937
cordoba,LSTM,6.224645765094645
cordoba,LSTM,0.7956628575772049
cordoba,LSTM,-0.035107193802296884
cordoba,LSTM,5.172761214490012
cordoba,LSTM,7.6451647668978575
cordoba,LSTM,7.329991724161394
cordoba,LSTM,7.783265120719969
cordoba,LSTM,6.2951515874986725
cordoba,LSTM,6.393265762134978
cordoba,LSTM,5.643105455375499
cordoba,LSTM,5.606916590106079
cordoba,LSTM,-0.2809349946308135
cordoba,LSTM,5.817709546330758
cordoba,LSTM,-128.01809662454306
cordoba,LSTM,10.077032770237922
cordoba,LSTM,9.165371729466916
cordoba,LSTM,19.149479596803182
cordoba,LSTM,38.6733815806818
cordoba,LSTM,7.586978688288032
cordoba,LSTM,7.68544390938729
cordoba,LSTM,7.040727973871528
cordoba,LSTM,6.4740528769290435
cordoba,LSTM,5.474052891648598
cordoba,LSTM,5.489741458683796
cordoba,LSTM,6.531752381704153
cordoba,LSTM,5.5909686868594966
cordoba,LSTM,6.676229655018747
cordoba,LSTM,6.627116777297556
cordoba,LSTM,6.54870705971241
cordoba,LSTM,6.584754793094696
cordoba,LSTM,5.474052891648598
cordoba,LSTM,6.489741443964242
cordoba,LSTM,6.515954271868467
cordoba,LSTM,5.548707074431964
cordoba,LSTM,6.600633913652599
cordoba,LSTM,6.515954271868467
cordoba,LSTM,5.548707074431964
cordoba,LSTM,6.600633913652599
cordoba,LSTM,6.515954271868467
cordoba,LSTM,-0.451292900938391
cordoba,LSTM,6.697811115218699
cordoba,LSTM,5.773113398499378
cordoba,LSTM,7.027099830488265
cordoba,LSTM,16.321412097651063
cordoba,LSTM,6.410577664310634
cordoba,LSTM,6.217952508921921
cordoba,LSTM,5.839326225814818
cordoba,LSTM,5.557325863761604
cordoba,LSTM,6.4740528769290435
cordoba,LSTM,5.474052891648598
cordoba,LSTM,6.489741443964242
cordoba,LSTM,6.515954271868467
cordoba,LSTM,5.548707074431964
cordoba,LSTM,4.6006339430917045
cordoba,LSTM,3.5476279162232576
cordoba,LSTM,4.681915720055176
cordoba,LSTM,5.899500315190442
cordoba,LSTM,7.032463351700902
cordoba,LSTM,7.009032910929023
cordoba,LSTM,6.773149048877658
cordoba,LSTM,7.584754778375141
cordoba,LSTM,6.571078756580055
cordoba,LSTM,6.7315339937236915
cordoba,LSTM,-13.05982871082455
cordoba,LSTM,25.53379042606145
cordoba,LSTM,7.057329057909846
cordoba,LSTM,6.25941668797452
cordoba,LSTM,7.421938957568705
cordoba,LSTM,4.895721994920671
cordoba,LSTM,7.575340211550108
cordoba,Naive,2.0
cordoba,Naive,-66.0
cordoba,Naive,25.0
cordoba,Naive,-32.0
cordoba,Naive,13.0
cordoba,Naive,20.0
cordoba,Naive,6.0
cordoba,Naive,-39.0
cordoba,Naive,123.0
cordoba,Naive,-721.0
cordoba,Naive,332.0
cordoba,Naive,32.0
cordoba,Naive,115.0
cordoba,Naive,67.0
cordoba,Naive,71.0
cordoba,Naive,20.0
cordoba,Naive,57.0
cordoba,Naive,-6.0
